,tweet_id,text,rating_numerator,rating_denominator,name,date,time,dog_type,jpg_url,p1_conf,p2_conf,p3_conf,dog_breed,retweet_count,favorite_count
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,2017-07-17,16:17:36,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469,0.143528,0.0322529,Chihuahua,6287,30243
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,2017-07-16,23:58:41,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706,0.186136,0.0863463,Kuvasz,2616,10454
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,2017-07-16,20:14:00,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.738995,0.139952,0.0441726999999999,,3720,19656
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,2017-07-15,23:25:31,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,0.999201,0.000361178,7.55616e-05,French_bulldog,2613,18486
29,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,2017-07-15,16:17:19,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,0.943575,0.0252856,0.00284892,Pug,5253,24444
30,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,2017-07-14,22:10:11,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,0.972494,0.00663012,0.00623915,Blenheim_spaniel,5589,28499
31,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,2017-07-13,15:58:47,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,0.369275,0.265835,0.134697,Pug,5306,31482
32,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,2017-07-12,16:03:00,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,0.8124819999999999,0.0717125,0.0557697,Malamute,3652,19187
33,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,2017-07-12,00:01:00,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,0.259916,0.198451,0.127725,Italian_greyhound,14943,67013
34,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,2017-07-11,20:47:12,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,0.822103,0.106075,0.0373485,Chow,4639,24298
35,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,2017-07-11,00:00:02,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,0.5464060000000001,0.404291,0.0440019,Pug,3896,21240
36,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,2017-07-10,15:58:53,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,0.993225,0.00321648,0.00208089,Pembroke,4776,23779
37,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,2017-07-09,21:29:42,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,0.707046,0.199396,0.0491476,German_shepherd,2493,17886
38,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,2017-07-09,00:00:04,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,0.610946,0.299603,0.0630203,Doberman,2849,19091
39,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,2017-07-08,00:28:19,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,0.943082,0.032409,0.00550072,Golden_retriever,8221,40045
40,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,2017-07-07,16:22:55,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,0.987997,0.00709872,0.00214033,Chow,3061,19874
41,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,2017-07-07,00:17:54,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,0.949562,0.0459479,0.00247094,Golden_retriever,5513,32386
42,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,2017-07-06,15:58:11,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,0.4667779999999999,0.406044,0.0734143999999999,Eskimo_dog,3229,20915
43,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,2017-07-06,00:46:41,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,0.85005,0.074257,0.0155793999999999,Labrador_retriever,4077,24694
44,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,2017-07-05,15:48:34,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,0.542982,0.251988,0.107699,Pembroke,5042,24526
45,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,2017-07-04,16:01:23,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,0.762211,0.0989848999999999,0.0171995,Golden_retriever,9583,39037
46,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,2017-07-04,01:18:17,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,0.949591,0.0173258,0.00694063,Golden_retriever,4066,25626
47,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,2017-07-03,16:04:48,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,0.291539,0.278966,0.127017,Weimaraner,2839,21374
48,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,2017-07-03,00:11:11,pupper,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,0.529012,0.250003,0.160739,Saluki,8912,44386
49,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,a,2017-07-02,15:32:16,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,0.281463,0.272066,0.114854,Samoyed,13348,43279
50,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,2017-07-01,21:49:04,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,0.473303,0.245646,0.0556607,,4481,20427
51,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,2017-06-30,23:47:07,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,0.251801,0.115123,0.0695338,,2324,14996
52,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,2017-06-30,19:35:32,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,0.791416,0.0613929,0.0337257,Pembroke,3191,18655
53,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,2017-06-29,16:39:47,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,0.913255,0.0263286,0.00937082,Golden_retriever,5192,24927
54,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,2017-06-29,00:27:25,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,0.238525,0.104256,0.0525802999999999,Chihuahua,3448,23573
55,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,2017-06-28,16:09:20,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,0.120298,0.106395,0.106073,Miniature_pinscher,3634,24234
56,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,2017-06-28,00:42:13,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,0.813507,0.146654,0.00948502,Basset,2913,19635
57,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,2017-06-27,00:10:17,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,0.479896,0.1243529999999999,0.0733202,German_short-haired_pointer,2619,20644
58,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,2017-06-26,19:07:24,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,0.383404,0.134967,0.110481,English_springer,37262,92499
59,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,2017-06-26,16:31:08,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,0.663601,0.0334961,0.0188266,Labrador_retriever,2634,14807
60,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,2017-06-25,18:56:45,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,0.311861,0.169123,0.132932,,3935,19740
61,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,2017-06-25,16:07:47,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,0.960513,0.00943065,0.0087113,Vizsla,2230,16723
62,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,2017-06-25,00:45:22,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,0.734684,0.1504869999999999,0.0397246,Italian_greyhound,3418,17084
63,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,2017-06-23,16:00:04,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,0.32042,0.215975,0.1285069999999999,Basset,1070,6755
64,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,2017-06-23,01:10:23,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,0.839097,0.0787993999999999,0.0152433999999999,French_bulldog,5710,37013
65,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,2017-06-22,03:54:17,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,0.8379559999999999,0.0620342,0.0405991,Chesapeake_bay_retriever,15734,69037
66,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,2017-06-21,15:58:08,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,0.995368,0.00193621,0.000467919,Basset,3152,19835
67,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,2017-06-21,00:06:44,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,0.5099670000000001,0.0904973,0.0794058,Saluki,4321,24070
68,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,2017-06-20,16:29:50,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,0.93112,0.0686982,8.17379e-05,Pembroke,4602,23792
69,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,2017-06-19,16:24:33,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,0.575751,0.24097,0.0889348,Bloodhound,2795,18164
70,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,2017-06-18,16:57:37,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,0.874566,0.0373542,0.0167235999999999,Golden_retriever,1989,16509
71,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,2017-06-17,16:52:05,puppo,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,0.534327,0.346312,0.0949327,Bernese_mountain_dog,3890,24610
72,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,2017-06-16,16:11:53,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,0.799551,0.179975,0.0046176,Labrador_retriever,3567,22034
73,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,2017-06-15,00:13:52,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,0.245048,0.223716,0.160753,Siberian_husky,4132,19367
74,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,2017-06-14,16:04:48,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,0.7143189999999999,0.0919133,0.0460381999999999,West_highland_white_terrier,3954,22488
75,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,2017-06-13,17:29:20,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,0.836052,0.0470690999999999,0.0360071,Labrador_retriever,3906,24519
76,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,2017-06-12,16:06:11,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,0.437216,0.2771909999999999,0.157402,Cocker_spaniel,3470,22883
77,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,2017-06-12,00:15:36,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,0.8321770000000001,0.0404369,0.0282283,Flat-coated_retriever,3368,20054
78,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,2017-06-11,21:18:31,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,0.806674,0.116622,0.0491819,Cardigan,8551,30023
79,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,2017-06-10,16:39:04,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,0.678537,0.244022,0.0485295,Newfoundland,3333,21309
80,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,2017-06-09,16:22:42,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,0.6197819999999999,0.338069,0.0126763,Vizsla,1327,6299
81,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,None,2017-06-09,00:02:31,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,0.476913,0.174145,0.0928614,Labrador_retriever,4544,23978
82,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,2017-06-08,14:20:41,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,0.99912,0.00055192,7.28904e-05,Pug,3157,13029
83,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,2017-06-08,01:06:27,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,0.513191,0.159088,0.149509,Cocker_spaniel,3058,18270
84,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,2017-06-07,16:14:40,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,0.931861,0.0377211999999999,0.0119667,Pembroke,7682,35987
